id,word,countsize,length,texts_aggregated,wcavg
10526,aphrodisiac,16,11,100,0.16
10527,lame,5,4,100,0.05
10528,tract,3,5,100,0.03
10529,sinister,1,8,100,0.01
10530,spotted,1,7,100,0.01
10531,burden,6,6,100,0.06
10532,booth,6,5,100,0.06
10533,endowed,1,7,100,0.01
10534,amaze,1,5,100,0.01
10535,spectacle,2,9,100,0.02
10536,orphic,9,6,100,0.09
10537,pact,2,4,100,0.02
10538,mediate,4,7,100,0.04
10539,coalescing,2,10,100,0.02
10540,sighting,1,8,100,0.01
10541,morse,1,5,100,0.01
10542,lousy,1,5,100,0.01
10543,prevailing,6,10,100,0.06
10544,setup,5,5,100,0.05
10545,aurora,2,6,100,0.02
10546,evans,4,5,100,0.04
10547,havana,1,6,100,0.01
10548,scrape,4,6,100,0.04
10549,pitched,3,7,100,0.03
10550,irreconcilable,1,14,100,0.01
10551,blower,1,6,100,0.01
10552,horny,4,5,100,0.04
10553,fumigate,1,8,100,0.01
10554,oregano,1,7,100,0.01
10555,fay,1,3,100,0.01
10556,tumbling,4,8,100,0.04
10557,dribbling,9,9,100,0.09
10558,nap,1,3,100,0.01
10559,tincture,1,8,100,0.01
10560,eldritch,1,8,100,0.01
10561,nookie,1,6,100,0.01
10562,wooden,3,6,100,0.03
10563,morrison,2,8,100,0.02
10564,rank,1,4,100,0.01
10565,reddish,1,7,100,0.01
10566,vacation,6,8,100,0.06
10567,toed,1,4,100,0.01
10568,loner,1,5,100,0.01
10569,powdery,1,7,100,0.01
10570,cigar,1,5,100,0.01
10571,whale,4,5,100,0.04
10572,nasally,1,7,100,0.01
10573,reluctantly,2,11,100,0.02
10574,singly,1,6,100,0.01
10575,crushed,1,7,100,0.01
10576,chest,8,5,100,0.08
10577,apostle,5,7,100,0.05
10578,tigers,3,6,100,0.03
10579,hypatia,3,7,100,0.03
10580,strangled,3,9,100,0.03
10581,bundle,14,6,100,0.14
10582,umbilicus,3,9,100,0.03
10583,unburden,2,8,100,0.02
10584,rue,6,3,100,0.06
10585,houseboat,1,9,100,0.01
10586,phalaris,10,8,100,0.1
10587,upstairs,2,8,100,0.02
10588,fairy,17,5,100,0.17
10589,oxidase,25,7,100,0.25
10590,spark,15,5,100,0.15
10591,ceiling,3,7,100,0.03
10592,softly,2,6,100,0.02
10593,laced,2,5,100,0.02
10594,illinois,4,8,100,0.04
10595,peripatetic,1,11,100,0.01
10596,fructification,1,14,100,0.01
10597,lending,2,7,100,0.02
10598,opalescent,3,10,100,0.03
10599,tornado,1,7,100,0.01
10600,conscience,4,10,100,0.04
10601,pint,2,4,100,0.02
10602,rugose,3,6,100,0.03
10603,nicotine,1,8,100,0.01
10604,sap,5,3,100,0.05
10605,esoterica,1,9,100,0.01
10606,lily,6,4,100,0.06
10607,elevate,4,7,100,0.04
10608,nontoxic,2,8,100,0.02
10609,mast,1,4,100,0.01
10610,stave,1,5,100,0.01
10611,spinal,3,6,100,0.03
10612,adrenalin,1,9,100,0.01
10613,rosemary,5,8,100,0.05
10614,crackling,4,9,100,0.04
10615,pasturage,1,9,100,0.01
10616,beech,1,5,100,0.01
10617,veil,15,4,100,0.15
10618,costume,4,7,100,0.04
10619,posse,1,5,100,0.01
10620,concentric,5,10,100,0.05
10621,maneuver,1,8,100,0.01
10622,abyssal,5,7,100,0.05
10623,decamp,2,6,100,0.02
10624,doubter,9,7,100,0.09
10625,stairs,3,6,100,0.03
10626,minneapolis,1,11,100,0.01
10627,titanic,8,7,100,0.08
10628,horribly,3,8,100,0.03
10629,aladdin,2,7,100,0.02
10630,wallpaper,2,9,100,0.02
10631,sting,1,5,100,0.01
10632,pestle,2,6,100,0.02
10633,chrysanthemum,6,13,100,0.06
10634,terminate,1,9,100,0.01
10635,deamination,1,11,100,0.01
10636,amused,5,6,100,0.05
10637,mundaneness,1,11,100,0.01
10638,jigsaw,1,6,100,0.01
10639,stations,5,8,100,0.05
10640,denouement,2,10,100,0.02
10641,amine,8,5,100,0.08
10642,stripes,2,7,100,0.02
10643,bondage,2,7,100,0.02
10644,unseen,7,6,100,0.07
10645,solanaceous,2,11,100,0.02
10646,fellini,1,7,100,0.01
10647,inarticulately,1,14,100,0.01
10648,vouch,2,5,100,0.02
10649,sprites,8,7,100,0.08
10650,archaeologist,1,13,100,0.01
10651,glassy,2,6,100,0.02
10652,oceanic,3,7,100,0.03
10653,cheese,2,6,100,0.02
10654,protecting,1,10,100,0.01
10655,jealously,1,9,100,0.01
10656,alligator,1,9,100,0.01
10657,propitious,2,10,100,0.02
10658,oath,1,4,100,0.01
10659,prompting,1,9,100,0.01
10660,providence,1,10,100,0.01
10661,solvent,1,7,100,0.01
10662,dancer,3,6,100,0.03
10663,avalanche,3,9,100,0.03
10664,kinky,4,5,100,0.04
10665,moonlight,1,9,100,0.01
10666,woodland,1,8,100,0.01
10667,bounty,1,6,100,0.01
10668,periscope,1,9,100,0.01
10669,paralytic,3,9,100,0.03
10670,darken,1,6,100,0.01
10671,numbering,1,9,100,0.01
10672,hemisphere,8,10,100,0.08
10673,chromatography,3,14,100,0.03
10674,poison,21,6,100,0.21
10675,worthy,7,6,100,0.07
10676,practitioner,3,12,100,0.03
10677,cigarette,6,9,100,0.06
10678,wondrous,1,8,100,0.01
10679,thanatos,4,8,100,0.04
10680,plainly,2,7,100,0.02
10681,invoke,30,6,100,0.3
10682,classifier,1,10,100,0.01
10683,camel,1,5,100,0.01
10684,ironically,1,10,100,0.01
10685,locker,2,6,100,0.02
10686,assisted,3,8,100,0.03
10687,steadily,3,8,100,0.03
10688,keyed,1,5,100,0.01
10689,cowboy,2,6,100,0.02
10690,fella,1,5,100,0.01
10691,shocked,2,7,100,0.02
10692,sliding,1,7,100,0.01
10693,arcturus,3,8,100,0.03
10694,incense,3,7,100,0.03
10695,perfectibility,1,14,100,0.01
10696,streaked,2,8,100,0.02
10697,boon,1,4,100,0.01
10698,fairyland,8,9,100,0.08
10699,abalone,1,7,100,0.01
10700,bark,21,4,100,0.21
10701,weightlessness,1,14,100,0.01
10702,metamorphic,1,11,100,0.01
10703,orally,21,6,100,0.21
10704,staggeringly,3,12,100,0.03
10705,breeder,2,7,100,0.02
10706,ditch,8,5,100,0.08
10707,sebastopol,2,10,100,0.02
10708,offend,3,6,100,0.03
10709,driveway,2,8,100,0.02
10710,incorporeality,1,14,100,0.01
10711,argentine,2,9,100,0.02
10712,reagent,2,7,100,0.02
10713,desmanthus,6,10,100,0.06
10714,undetermined,2,12,100,0.02
10715,chapel,3,6,100,0.03
10716,quit,7,4,100,0.07
10717,enthusiasm,9,10,100,0.09
10718,yosemite,1,8,100,0.01
10719,wannabe,1,7,100,0.01
10720,mustard,2,7,100,0.02
10721,atrium,2,6,100,0.02
10722,anterior,2,8,100,0.02
10723,obsess,3,6,100,0.03
10724,stem,4,4,100,0.04
10725,stinging,2,8,100,0.02
10726,crushing,3,8,100,0.03
10727,metastasis,1,10,100,0.01
10728,fontanelle,2,10,100,0.02
10729,landlord,2,8,100,0.02
10730,stagger,3,7,100,0.03
10731,piling,3,6,100,0.03
10732,identifiable,5,12,100,0.05
10733,puppy,1,5,100,0.01
10734,bombay,5,6,100,0.05
10735,enlightening,3,12,100,0.03
10736,revivification,1,14,100,0.01
10737,troop,4,5,100,0.04
10738,cab,1,3,100,0.01
10739,detoxify,1,8,100,0.01
10740,exertion,2,8,100,0.02
10741,geneticist,2,10,100,0.02
10742,mellowed,1,8,100,0.01
10743,vaporize,1,8,100,0.01
10744,heraclitus,9,10,100,0.09
10745,throbbing,1,9,100,0.01
10746,indirectly,1,10,100,0.01
10747,yuppie,5,6,100,0.05
10748,silk,5,4,100,0.05
10749,gut,7,3,100,0.07
10750,reversible,3,10,100,0.03
10751,streetcar,1,9,100,0.01
10752,thumbprint,8,10,100,0.08
10753,brightly,4,8,100,0.04
10754,strip,7,5,100,0.07
10755,floating,7,8,100,0.07
10756,granola,2,7,100,0.02
10757,appalled,17,8,100,0.17
10758,columbus,9,8,100,0.09
10759,foremost,3,8,100,0.03
10760,oxen,1,4,100,0.01
10761,formative,6,9,100,0.06
10762,childish,3,8,100,0.03
10763,torch,3,5,100,0.03
10764,forgive,2,7,100,0.02
10765,oaxaca,8,6,100,0.08
10766,residual,3,8,100,0.03
10767,humongous,1,9,100,0.01
10768,chocolate,6,9,100,0.06
10769,ca,7,2,100,0.07
10770,opal,3,4,100,0.03
10771,stomp,2,5,100,0.02
10772,depress,4,7,100,0.04
10773,chromatographic,2,15,100,0.02
10774,walkover,1,8,100,0.01
10775,temperate,5,9,100,0.05
10776,vested,4,6,100,0.04
10777,luggage,2,7,100,0.02
10778,activate,13,8,100,0.13
10779,unsubstantiated,1,15,100,0.01
10780,iowa,1,4,100,0.01
10781,po,6,2,100,0.06
10782,southward,2,9,100,0.02
10783,moth,2,4,100,0.02
10784,insert,6,6,100,0.06
10785,radiating,7,9,100,0.07
10786,pristine,4,8,100,0.04
10787,incorporeal,7,11,100,0.07
10788,earwax,1,6,100,0.01
10789,beholding,4,9,100,0.04
10790,hooray,3,6,100,0.03
10791,bloodstream,4,11,100,0.04
10792,pagan,18,5,100,0.18
10793,handbag,1,7,100,0.01
10794,compost,1,7,100,0.01
10795,abhorrent,2,9,100,0.02
10796,exam,1,4,100,0.01
10797,coleridge,1,9,100,0.01
10798,wildly,4,6,100,0.04
10799,uv,2,2,100,0.02
10800,frighten,3,8,100,0.03
10801,pupa,2,4,100,0.02
10802,inhibitor,24,9,100,0.24
10803,slam,3,4,100,0.03
10804,cerulean,3,8,100,0.03
10805,brocade,1,7,100,0.01
10806,comparative,2,11,100,0.02
10807,iridescent,6,10,100,0.06
10808,poltergeist,3,11,100,0.03
10809,cerebral,6,8,100,0.06
10810,wobbling,1,8,100,0.01
10811,thanksgiving,2,12,100,0.02
10812,lamp,2,4,100,0.02
10813,spangled,3,8,100,0.03
10814,wrapper,3,7,100,0.03
10815,brew,13,4,100,0.13
10816,biofeedback,4,11,100,0.04
10817,iranian,9,7,100,0.09
10818,sprouted,3,8,100,0.03
10819,delve,1,5,100,0.01
10820,hyoscyamine,4,11,100,0.04
10821,shamanist,1,9,100,0.01
10822,phosphorescent,7,14,100,0.07
10823,aspirate,1,8,100,0.01
10824,esophagus,1,9,100,0.01
10825,chambers,2,8,100,0.02
10826,theoretically,8,13,100,0.08
10827,camembert,2,9,100,0.02
10828,factoring,1,9,100,0.01
10829,pampering,1,9,100,0.01
10830,doubly,2,6,100,0.02
10831,elucidation,2,11,100,0.02
10832,ruthless,2,8,100,0.02
10833,anthropological,11,15,100,0.11
10834,indigo,1,6,100,0.01
10835,insectivorous,1,13,100,0.01
10836,cornerstone,1,11,100,0.01
10837,leftover,2,8,100,0.02
10838,harvesting,3,10,100,0.03
10839,defensive,1,9,100,0.01
10840,avian,2,5,100,0.02
10841,geologically,1,12,100,0.01
10842,unconverted,1,11,100,0.01
10843,wrestling,3,9,100,0.03
10844,reflux,1,6,100,0.01
10845,heap,8,4,100,0.08
10846,unavoidably,2,11,100,0.02
10847,meddling,1,8,100,0.01
10848,mart,1,4,100,0.01
10849,batch,2,5,100,0.02
10850,woe,1,3,100,0.01
10851,sensuality,2,10,100,0.02
10852,located,9,7,100,0.09
10853,somalia,3,7,100,0.03
10854,inoculation,4,11,100,0.04
10855,deepen,1,6,100,0.01
10856,longtime,1,8,100,0.01
10857,terrify,1,7,100,0.01
10858,writhing,1,8,100,0.01
10859,outclassed,1,10,100,0.01
10860,neon,4,4,100,0.04
10861,blues,3,5,100,0.03
10862,esthetic,1,8,100,0.01
10863,replacement,2,11,100,0.02
10864,staring,3,7,100,0.03
10865,egghead,1,7,100,0.01
10866,enantiomer,1,10,100,0.01
10867,religiously,4,11,100,0.04
10868,plausible,2,9,100,0.02
10869,shepherdess,3,11,100,0.03
10870,diviner,1,7,100,0.01
10871,amorousness,1,11,100,0.01
10872,priestess,1,9,100,0.01
10873,vivify,1,6,100,0.01
10874,harvest,5,7,100,0.05
10875,catapult,1,8,100,0.01
10876,herbalist,1,9,100,0.01
10877,fragmented,5,10,100,0.05
10878,irreproducible,1,14,100,0.01
10879,introductory,1,12,100,0.01
10880,softness,1,8,100,0.01
10881,firelight,2,9,100,0.02
10882,tanguy,1,6,100,0.01
10883,supermarket,2,11,100,0.02
10884,pitiless,2,8,100,0.02
10885,chloroform,1,10,100,0.01
10886,ameboid,2,7,100,0.02
10887,escapism,1,8,100,0.01
10888,annual,9,6,100,0.09
10889,savannah,1,8,100,0.01
10890,blade,6,5,100,0.06
10891,revisionist,2,11,100,0.02
10892,gastronomic,1,11,100,0.01
10893,thereof,1,7,100,0.01
10894,aspiring,6,8,100,0.06
10895,smidgeon,1,8,100,0.01
10896,interrupt,2,9,100,0.02
10897,counterculture,4,14,100,0.04
10898,agriculturalist,2,15,100,0.02
10899,whopping,1,8,100,0.01
10900,deliverance,2,11,100,0.02
10901,astronautical,1,13,100,0.01
10902,priest,8,6,100,0.08
10903,amphibian,2,9,100,0.02
10904,connoisseur,3,11,100,0.03
10905,commend,1,7,100,0.01
10906,amorphous,4,9,100,0.04
10907,aridity,6,7,100,0.06
10908,blackness,4,9,100,0.04
10909,crowning,3,8,100,0.03
10910,moot,3,4,100,0.03
10911,resentment,1,10,100,0.01
10912,japan,3,5,100,0.03
10913,chattel,2,7,100,0.02
10914,yardarm,1,7,100,0.01
10915,mendelian,1,9,100,0.01
10916,masticate,1,9,100,0.01
10917,ta,13,2,100,0.13
10918,particulate,6,11,100,0.06
10919,overt,4,5,100,0.04
10920,overdose,1,8,100,0.01
10921,cohesive,4,8,100,0.04
10922,chartreuse,3,10,100,0.03
10923,ingest,6,6,100,0.06
10924,betide,1,6,100,0.01
10925,haul,2,4,100,0.02
10926,rumbling,1,8,100,0.01
10927,pairing,1,7,100,0.01
10928,spew,1,4,100,0.01
10929,vibes,2,5,100,0.02
10930,redundancy,1,10,100,0.01
10931,scissor,1,7,100,0.01
10932,apollo,5,6,100,0.05
10933,anticipatory,3,12,100,0.03
10934,glean,1,5,100,0.01
10935,geophysics,1,10,100,0.01
10936,unitarian,3,9,100,0.03
10937,shoemaker,2,9,100,0.02
10938,defective,1,9,100,0.01
10939,picturing,2,9,100,0.02
10940,favourite,2,9,100,0.02
10941,feminization,2,12,100,0.02
10942,phylogeny,12,9,100,0.12
10943,domination,4,10,100,0.04
10944,solidification,1,14,100,0.01
10945,hereditary,1,10,100,0.01
10946,earring,1,7,100,0.01
10947,yell,3,4,100,0.03
10948,regulation,5,10,100,0.05
10949,blob,3,4,100,0.03
10950,craved,1,6,100,0.01
10951,ridicule,1,8,100,0.01
10952,sunk,3,4,100,0.03
10953,transparency,3,12,100,0.03
10954,interpol,2,8,100,0.02
10955,videotape,6,9,100,0.06
10956,backwash,4,8,100,0.04
10957,correspondence,3,14,100,0.03
10958,score,3,5,100,0.03
10959,inception,2,9,100,0.02
10960,occurrence,6,10,100,0.06
10961,suitable,7,8,100,0.07
10962,permit,5,6,100,0.05
10963,procreation,4,11,100,0.04
10964,bulletin,2,8,100,0.02
10965,remotely,2,8,100,0.02
10966,stigmatize,2,10,100,0.02
10967,iran,3,4,100,0.03
10968,predisposition,3,14,100,0.03
10969,calculus,12,8,100,0.12
10970,bohr,1,4,100,0.01
10971,prevent,5,7,100,0.05
10972,recycle,2,7,100,0.02
10973,inwardly,1,8,100,0.01
10974,relational,1,10,100,0.01
10975,churn,4,5,100,0.04
10976,activation,7,10,100,0.07
10977,letterman,4,9,100,0.04
10978,lunatic,4,7,100,0.04
10979,vhf,1,3,100,0.01
10980,determinism,7,11,100,0.07
10981,biz,2,3,100,0.02
10982,beholden,1,8,100,0.01
10983,reproach,1,8,100,0.01
10984,transactions,1,12,100,0.01
10985,prophesy,4,8,100,0.04
10986,knowable,3,8,100,0.03
10987,scramble,1,8,100,0.01
10988,cognizant,7,9,100,0.07
10989,hussein,1,7,100,0.01
10990,jesuitical,1,10,100,0.01
10991,satisfactorily,2,14,100,0.02
10992,fare,3,4,100,0.03
10993,youthful,1,8,100,0.01
10994,harmonics,1,9,100,0.01
10995,perfume,1,7,100,0.01
10996,precognitive,5,12,100,0.05
10997,toiling,2,7,100,0.02
10998,oscillator,1,10,100,0.01
10999,exert,1,5,100,0.01
11000,addendum,1,8,100,0.01
11001,fertilization,2,13,100,0.02
11002,pyroxene,1,8,100,0.01
11003,roller,2,6,100,0.02
11004,embarrassed,2,11,100,0.02
11005,anaesthetize,1,12,100,0.01
11006,tireless,1,8,100,0.01
11007,convergence,4,11,100,0.04
11008,pricing,1,7,100,0.01
11009,cone,6,4,100,0.06
11010,liturgy,1,7,100,0.01
11011,taping,2,6,100,0.02
11012,hurricane,2,9,100,0.02
11013,copenhagen,3,10,100,0.03
11014,vindication,6,11,100,0.06
11015,bugged,1,6,100,0.01
11016,july,11,4,100,0.11
11017,coaster,2,7,100,0.02
11018,lastly,1,6,100,0.01
11019,dodecahedron,2,12,100,0.02
11020,boredom,1,7,100,0.01
11021,saddam,2,6,100,0.02
11022,uhf,1,3,100,0.01
11023,fibre,1,5,100,0.01
11024,failing,1,7,100,0.01
11025,detected,5,8,100,0.05
11026,mesozoic,2,8,100,0.02
11027,marches,2,7,100,0.02
11028,clustering,2,10,100,0.02
11029,geneva,2,6,100,0.02
11030,unanimous,1,9,100,0.01
11031,tenured,1,7,100,0.01
11032,expose,6,6,100,0.06
11033,approximately,19,13,100,0.19
11034,nucleotide,4,10,100,0.04
11035,walter,2,6,100,0.02
11036,crocodile,1,9,100,0.01
11037,crafty,1,6,100,0.01
11038,fused,3,5,100,0.03
11039,specified,1,9,100,0.01
11040,focal,2,5,100,0.02
11041,beatles,4,7,100,0.04
11042,disappointment,3,14,100,0.03
11043,autonomic,3,9,100,0.03
11044,contortion,1,10,100,0.01
11045,lingerie,1,8,100,0.01
11046,windows,4,7,100,0.04
11047,exchanged,1,9,100,0.01
11048,homeless,2,8,100,0.02
11049,toe,2,3,100,0.02
11050,muddle,1,6,100,0.01
11051,cent,9,4,100,0.09
11052,exemplify,6,9,100,0.06
11053,vogue,3,5,100,0.03
11054,startling,15,9,100,0.15
11055,winnow,3,6,100,0.03
11056,doomed,13,6,100,0.13
11057,parameter,1,9,100,0.01
11058,untouchable,1,11,100,0.01
11059,catalyze,7,8,100,0.07
11060,journeying,4,10,100,0.04
11061,grunge,1,6,100,0.01
11062,jay,2,3,100,0.02
11063,dissect,2,7,100,0.02
11064,technician,4,10,100,0.04
11065,shoddy,3,6,100,0.03
11066,satanic,1,7,100,0.01
11067,immobile,1,8,100,0.01
11068,pinnacle,6,8,100,0.06
11069,mishmash,1,8,100,0.01
11070,unimportant,3,11,100,0.03
11071,chair,11,5,100,0.11
11072,squelched,2,9,100,0.02
11073,fist,10,4,100,0.1
11074,islander,1,8,100,0.01
11075,eskimo,1,6,100,0.01
11076,covalent,1,8,100,0.01
11077,releasing,4,9,100,0.04
11078,monotheistic,9,12,100,0.09
11079,despairing,3,10,100,0.03
11080,aggrandize,1,10,100,0.01
11081,shipping,1,8,100,0.01
11082,locomotion,5,10,100,0.05
11083,wrecking,3,8,100,0.03
11084,reluctance,2,10,100,0.02
11085,depletion,3,9,100,0.03
11086,caterpillar,4,11,100,0.04
11087,climatic,2,8,100,0.02
11088,mutuality,1,9,100,0.01
11089,redesign,6,8,100,0.06
11090,rubicon,1,7,100,0.01
11091,precision,3,9,100,0.03
11092,macrobiotic,1,11,100,0.01
11093,unanalyzed,1,10,100,0.01
11094,cocoon,1,6,100,0.01
11095,aura,12,4,100,0.12
11096,crossover,2,9,100,0.02
11097,singular,1,8,100,0.01
11098,wrinkle,3,7,100,0.03
11099,fisherman,2,9,100,0.02
11100,kazoo,1,5,100,0.01
11101,unlikelihood,2,12,100,0.02
11102,canopied,1,8,100,0.01
11103,craft,4,5,100,0.04
11104,disenfranchisement,2,18,100,0.02
11105,judicious,2,9,100,0.02
11106,devalued,3,8,100,0.03
11107,freeing,7,7,100,0.07
11108,sideshow,2,8,100,0.02
11109,hourly,2,6,100,0.02
11110,toehold,1,7,100,0.01
11111,vantage,5,7,100,0.05
11112,untaxed,1,7,100,0.01
11113,dehumanized,4,11,100,0.04
11114,stormy,1,6,100,0.01
11115,cayuse,1,6,100,0.01
11116,fishy,4,5,100,0.04
11117,inanimate,1,9,100,0.01
11118,runaway,5,7,100,0.05
11119,asinine,1,7,100,0.01
11120,involution,3,10,100,0.03
11121,mobile,5,6,100,0.05
11122,analog,2,6,100,0.02
11123,doom,2,4,100,0.02
11124,pubescent,2,9,100,0.02
11125,cosmogonic,6,10,100,0.06
11126,defy,4,4,100,0.04
11127,chorus,2,6,100,0.02
11128,mirage,5,6,100,0.05
11129,acknowledge,7,11,100,0.07
11130,microscopic,3,11,100,0.03
11131,perceptive,3,10,100,0.03
11132,crossopterygian,1,15,100,0.01
11133,tajikistan,1,10,100,0.01
11134,riddance,1,8,100,0.01
11135,densely,7,7,100,0.07
11136,harper,5,6,100,0.05
11137,epidemiological,1,15,100,0.01
11138,retiring,2,8,100,0.02
11139,ignore,8,6,100,0.08
11140,pity,1,4,100,0.01
11141,howling,5,7,100,0.05
11142,pulpit,1,6,100,0.01
11143,verge,2,5,100,0.02
11144,truism,3,6,100,0.03
11145,periphery,3,9,100,0.03
11146,sludge,1,6,100,0.01
11147,contract,12,8,100,0.12
11148,airfoil,6,7,100,0.06
11149,distribute,2,10,100,0.02
11150,upside,6,6,100,0.06
11151,sexiness,2,8,100,0.02
11152,metabolite,4,10,100,0.04
11153,lick,2,4,100,0.02
11154,scrutiny,2,8,100,0.02
11155,additive,2,8,100,0.02
11156,accessory,1,9,100,0.01
11157,sterile,3,7,100,0.03
11158,neotenous,1,9,100,0.01
11159,covert,1,6,100,0.01
11160,entrails,1,8,100,0.01
11161,readily,7,7,100,0.07
11162,indoctrinate,1,12,100,0.01
11163,beady,11,5,100,0.11
11164,indispensability,1,16,100,0.01
11165,afterwards,9,10,100,0.09
11166,maternalism,1,11,100,0.01
11167,rampantly,1,9,100,0.01
11168,clique,2,6,100,0.02
11169,gel,5,3,100,0.05
11170,stale,1,5,100,0.01
11171,funds,1,5,100,0.01
11172,envelopment,1,11,100,0.01
11173,substructure,1,12,100,0.01
11174,scout,1,5,100,0.01
11175,cynic,3,5,100,0.03
11176,coherence,3,9,100,0.03
11177,tangency,1,8,100,0.01
11178,galahad,1,7,100,0.01
11179,northwest,13,9,100,0.13
11180,fade,8,4,100,0.08
11181,twiddle,3,7,100,0.03
11182,raging,9,6,100,0.09
11183,queue,4,5,100,0.04
11184,index,6,5,100,0.06
11185,bitterness,1,10,100,0.01
11186,domesticated,13,12,100,0.13
11187,nascent,1,7,100,0.01
11188,impinge,9,7,100,0.09
11189,beaten,4,6,100,0.04
11190,subliminal,3,10,100,0.03
11191,occasional,1,10,100,0.01
11192,inconsequential,1,15,100,0.01
11193,grudgingly,1,10,100,0.01
11194,echinacea,1,9,100,0.01
11195,psychotria,8,10,100,0.08
11196,contagious,4,10,100,0.04
11197,titillation,2,11,100,0.02
11198,murphy,2,6,100,0.02
11199,congress,5,8,100,0.05
11200,benevolent,4,10,100,0.04
11201,caffeine,11,8,100,0.11
11202,assault,3,7,100,0.03
11203,quadripartite,2,13,100,0.02
11204,minimally,1,9,100,0.01
11205,depressed,6,9,100,0.06
11206,fanned,1,6,100,0.01
11207,differentiated,1,14,100,0.01
11208,wrestle,3,7,100,0.03
11209,complaining,1,11,100,0.01
11210,submarine,5,9,100,0.05
11211,satan,4,5,100,0.04
11212,delicately,4,10,100,0.04
11213,crush,3,5,100,0.03
11214,slush,1,5,100,0.01
11215,constellation,2,13,100,0.02
11216,superstructure,2,14,100,0.02
11217,bufo,3,4,100,0.03
11218,appropriateness,2,15,100,0.02
11219,postindustrial,1,14,100,0.01
11220,bogus,3,5,100,0.03
11221,mormons,3,7,100,0.03
11222,ranching,1,8,100,0.01
11223,tuberculosis,2,12,100,0.02
11224,heinous,1,7,100,0.01
11225,amendment,4,9,100,0.04
11226,ontogeny,6,8,100,0.06
11227,submissive,1,10,100,0.01
11228,financially,1,11,100,0.01
11229,simultaneity,2,12,100,0.02
11230,flimsy,4,6,100,0.04
11231,reverie,2,7,100,0.02
11232,delay,1,5,100,0.01
11233,nostrum,1,7,100,0.01
11234,mingle,3,6,100,0.03
11235,psychosexual,1,12,100,0.01
11236,dyadic,1,6,100,0.01
11237,amsterdam,2,9,100,0.02
11238,toad,16,4,100,0.16
11239,harken,1,6,100,0.01
11240,sailboat,3,8,100,0.03
11241,arkansas,3,8,100,0.03
11242,celibate,2,8,100,0.02
11243,dea,4,3,100,0.04
11244,medicinal,6,9,100,0.06
11245,charity,1,7,100,0.01
11246,cockamamie,3,10,100,0.03
11247,airframe,2,8,100,0.02
11248,bearer,2,6,100,0.02
11249,bisexuality,1,11,100,0.01
11250,epoch,18,5,100,0.18
11251,misplaced,5,9,100,0.05
11252,fallacy,7,7,100,0.07
11253,reciprocal,4,10,100,0.04
11254,narrowing,9,9,100,0.09
11255,contradict,2,10,100,0.02
11256,obfuscation,3,11,100,0.03
11257,exactitude,1,10,100,0.01
11258,volitional,2,10,100,0.02
11259,regress,2,7,100,0.02
11260,residuum,1,8,100,0.01
11261,screwball,2,9,100,0.02
11262,ineffectual,1,11,100,0.01
11263,optics,2,6,100,0.02
11264,chess,16,5,100,0.16
11265,reconstructive,3,14,100,0.03
11266,yonder,3,6,100,0.03
11267,pancreas,2,8,100,0.02
11268,fertilize,2,9,100,0.02
11269,drew,6,4,100,0.06
11270,pronoun,2,7,100,0.02
11271,snare,2,5,100,0.02
11272,flyer,3,5,100,0.03
11273,solving,7,7,100,0.07
11274,curiously,5,9,100,0.05
11275,eroding,4,7,100,0.04
11276,ejaculation,3,11,100,0.03
11277,medulla,1,7,100,0.01
11278,keats,1,5,100,0.01
11279,ski,1,3,100,0.01
11280,cutthroat,1,9,100,0.01
11281,contracting,1,11,100,0.01
11282,chessboard,1,10,100,0.01
11283,perishable,1,10,100,0.01
11284,tripod,1,6,100,0.01
11285,deterministic,2,13,100,0.02
11286,internally,6,10,100,0.06
11287,boob,1,4,100,0.01
11288,wreckage,4,8,100,0.04
11289,theta,1,5,100,0.01
11290,liquefy,1,7,100,0.01
11291,aristotelianism,1,15,100,0.01
11292,aristotle,6,9,100,0.06
11293,configure,2,9,100,0.02
11294,augmentation,3,12,100,0.03
11295,foray,2,5,100,0.02
11296,tartarus,1,8,100,0.01
11297,props,1,5,100,0.01
11298,paved,1,5,100,0.01
11299,sport,3,5,100,0.03
11300,naturalness,2,11,100,0.02
11301,downer,4,6,100,0.04
11302,incommensurate,2,14,100,0.02
11303,coma,3,4,100,0.03
11304,repeated,15,8,100,0.15
11305,fleshy,2,6,100,0.02
11306,quadratic,2,9,100,0.02
11307,meaty,2,5,100,0.02
11308,intolerant,1,10,100,0.01
11309,snowflake,2,9,100,0.02
11310,lotus,1,5,100,0.01
11311,pharmaceutical,1,14,100,0.01
11312,jewel,3,5,100,0.03
11313,oppose,2,6,100,0.02
11314,bum,2,3,100,0.02
11315,gang,4,4,100,0.04
11316,orienting,1,9,100,0.01
11317,vehemently,1,10,100,0.01
11318,perishability,2,13,100,0.02
11319,guts,5,4,100,0.05
11320,recollection,1,12,100,0.01
11321,knob,6,4,100,0.06
11322,pi,1,2,100,0.01
11323,amplitude,2,9,100,0.02
11324,spine,2,5,100,0.02
